slug,url,name,category,category_slug,calories,protein_g,total_fat_g,total_carb_g,dietary_fiber_g,sugars_g,sodium_mg,cholesterol_mg,scraped_at
plum,https://caloriedata.org/calories-in/plum,Plum,Fruits,fruits,46.0,0.7,0.3,11.0,1.4,7.0,0.0,0.0,2026-05-04T03:05:06Z
pomegranate,https://caloriedata.org/calories-in/pomegranate,Pomegranate,Fruits,fruits,83.0,1.7,1.2,19.0,4.0,13.7,3.0,0.0,2026-05-04T03:05:07Z
popcorn,https://caloriedata.org/calories-in/popcorn,Popcorn,Snacks,snacks,387.0,3.5,4.5,77.0,15.0,1.1,2.0,,2026-05-04T03:05:07Z
pork-chop,https://caloriedata.org/calories-in/pork-chop,Pork Chop,Proteins & Meats,proteins,242.0,27.0,14.0,0.0,0.0,0.0,75.0,0.0,2026-05-04T03:05:07Z
pork-sausage,https://caloriedata.org/calories-in/pork-sausage,Pork Sausage,Proteins & Meats,proteins,220.0,14.0,17.0,0.0,0.0,0.0,590.0,0.0,2026-05-04T03:05:07Z
portobello-mushroom,https://caloriedata.org/calories-in/portobello-mushroom,Portobello Mushroom,Vegetables,vegetables,22.0,3.2,0.3,3.4,1.0,0.1,6.0,0.0,2026-05-04T03:05:08Z
potato-chips,https://caloriedata.org/calories-in/potato-chips,Potato Chips,Snacks,snacks,536.0,6.0,33.0,53.0,5.0,1.2,661.0,0.0,2026-05-04T03:05:08Z
pretzels,https://caloriedata.org/calories-in/pretzels,Pretzels,Snacks,snacks,379.0,8.0,3.9,74.0,2.0,4.0,961.0,0.0,2026-05-04T03:04:48Z
protein-bar,https://caloriedata.org/calories-in/protein-bar,Protein Bar,Snacks,snacks,374.0,23.0,11.0,44.0,4.6,26.0,336.0,,2026-05-04T03:04:48Z
protein-shake,https://caloriedata.org/calories-in/protein-shake,Protein Shake,Beverages,beverages,103.0,20.0,1.5,3.5,1.0,2.0,100.0,5.0,2026-05-04T03:04:49Z
provolone,https://caloriedata.org/calories-in/provolone,Provolone,Dairy,dairy,351.0,26.0,27.0,2.2,0.0,0.0,876.0,0.0,2026-05-04T03:04:49Z
pudding,https://caloriedata.org/calories-in/pudding,Pudding,Desserts,desserts,105.0,3.6,3.0,17.0,0.0,14.0,220.0,0.0,2026-05-04T03:04:49Z
pumpkin,https://caloriedata.org/calories-in/pumpkin,Pumpkin,Vegetables,vegetables,26.0,1.0,0.1,6.0,0.5,2.8,1.0,0.0,2026-05-04T03:04:49Z
pumpkin-seeds,https://caloriedata.org/calories-in/pumpkin-seeds,Pumpkin Seeds,Nuts & Seeds,nuts-seeds,559.0,19.0,49.0,11.0,6.5,1.1,18.0,0.0,2026-05-04T03:04:49Z
quesadilla,https://caloriedata.org/calories-in/quesadilla,Quesadilla,Fast Food,fast-food,255.0,12.0,14.0,20.0,1.2,1.8,520.0,0.0,2026-05-04T03:04:50Z
quest-peanut-butter-cups-2-count-148-oz-peanut-butter,https://caloriedata.org/calories-in/quest-peanut-butter-cups-2-count-148-oz-peanut-butter,"QUEST PEANUT BUTTER CUPS, 2 COUNT, 1.48 OZ, PEANUT BUTTER",Snacks,snacks,452.0,26.2,35.7,31.0,9.5,2.38,298.0,0.0,2026-05-04T03:04:50Z
quest-protein-chips-salt-vinegar-salt-vinegar,https://caloriedata.org/calories-in/quest-protein-chips-salt-vinegar-salt-vinegar,"QUEST, PROTEIN CHIPS, SALT & VINEGAR, SALT & VINEGAR",Snacks,snacks,375.0,65.6,6.25,15.6,0.0,0.0,906.0,31.0,2026-05-04T03:04:50Z
quest-protein-chips-sea-salt-sea-salt,https://caloriedata.org/calories-in/quest-protein-chips-sea-salt-sea-salt,"QUEST, PROTEIN CHIPS, SEA SALT, SEA SALT",Snacks,snacks,375.0,65.6,4.69,15.6,0.0,0.0,594.0,31.0,2026-05-04T03:04:50Z
quince,https://caloriedata.org/calories-in/quince,Quince,Fruits,fruits,57.0,0.4,0.1,15.0,1.9,7.3,4.0,0.0,2026-05-04T03:04:51Z
quince-paste,https://caloriedata.org/calories-in/quince-paste,Quince Paste,Fruits,fruits,90.0,0.3,0.1,24.0,1.5,19.0,2.0,0.0,2026-05-04T03:04:50Z
quinoa,https://caloriedata.org/calories-in/quinoa,Quinoa,Grains & Cereals,grains,120.0,4.4,1.9,21.0,2.8,1.6,7.0,,2026-05-04T03:04:51Z
rabbit,https://caloriedata.org/calories-in/rabbit,Rabbit,Proteins & Meats,proteins,173.0,21.0,8.0,0.0,0.0,0.0,40.0,0.0,2026-05-04T03:04:51Z
radish,https://caloriedata.org/calories-in/radish,Radish,Vegetables,vegetables,16.0,0.7,0.1,3.4,0.7,1.9,25.0,0.0,2026-05-04T03:04:51Z
rambutan,https://caloriedata.org/calories-in/rambutan,Rambutan,Fruits,fruits,82.0,0.8,0.2,20.0,0.9,17.0,27.0,0.0,2026-05-04T03:04:51Z
ramen,https://caloriedata.org/calories-in/ramen,Ramen Noodles,Fast Food,fast-food,188.0,4.5,7.5,26.0,0.9,0.5,890.0,0.0,2026-05-04T03:04:51Z
raspberry,https://caloriedata.org/calories-in/raspberry,Raspberry,Fruits,fruits,52.0,1.2,0.7,12.0,6.5,4.4,1.0,0.0,2026-05-04T03:04:52Z
red-beans,https://caloriedata.org/calories-in/red-beans,Red Beans,Grains & Cereals,grains,127.0,8.7,0.3,23.0,6.4,0.3,1.0,0.0,2026-05-04T03:04:52Z
red-bull-energy-drink,https://caloriedata.org/calories-in/red-bull-energy-drink,"RED BULL, ENERGY DRINK",Beverages,beverages,45.0,0.28,0.0,11.3,0.0,10.7,28.0,,2026-05-04T03:04:53Z
red-bull-energy-drink-12-fl-oz-4-count,https://caloriedata.org/calories-in/red-bull-energy-drink-12-fl-oz-4-count,"RED BULL ENERGY DRINK, 12 FL OZ, 4 COUNT",Beverages,beverages,45.0,0.28,0.0,11.3,0.0,11.0,42.0,,2026-05-04T03:04:52Z
red-bull-energy-drink-84-fl-oz-6-count,https://caloriedata.org/calories-in/red-bull-energy-drink-84-fl-oz-6-count,"RED BULL ENERGY DRINK, 8.4 FL OZ, 6 COUNT",Beverages,beverages,44.0,0.4,0.0,11.2,0.0,10.8,42.0,,2026-05-04T03:04:52Z
red-bull-energy-drink-variety-pack-84-fl-oz-12-count,https://caloriedata.org/calories-in/red-bull-energy-drink-variety-pack-84-fl-oz-12-count,"RED BULL ENERGY DRINK VARIETY PACK, 8.4 FL OZ, 12 COUNT",Beverages,beverages,4.0,0.0,0.0,0.8,0.0,0.0,42.0,,2026-05-04T03:04:53Z
red-bull-the-winter-edition-arctic-berry-energy-drink-84-fl-oz,https://caloriedata.org/calories-in/red-bull-the-winter-edition-arctic-berry-energy-drink-84-fl-oz,"RED BULL THE WINTER EDITION ARCTIC BERRY ENERGY DRINK, 8.4 FL OZ",Beverages,beverages,44.0,0.0,0.0,11.2,0.0,10.8,36.0,,2026-05-04T03:04:53Z
rice,https://caloriedata.org/calories-in/rice,White Rice,Grains & Cereals,grains,130.0,2.7,0.3,28.0,0.4,0.1,1.0,,2026-05-04T03:04:54Z
rice-milk,https://caloriedata.org/calories-in/rice-milk,Rice Milk,Beverages,beverages,47.0,0.7,0.9,10.0,0.0,7.2,63.0,0.0,2026-05-04T03:04:53Z
ricotta,https://caloriedata.org/calories-in/ricotta,Ricotta,Dairy,dairy,174.0,11.0,13.0,3.1,0.0,0.7,207.0,0.0,2026-05-04T03:04:54Z
ritz-big-crackers,https://caloriedata.org/calories-in/ritz-big-crackers,"RITZ, BIG CRACKERS",Snacks,snacks,500.0,6.25,21.9,62.5,0.0,6.25,875.0,0.0,2026-05-04T03:04:54Z
ruffles-crispy-fries-garlic-garlic,https://caloriedata.org/calories-in/ruffles-crispy-fries-garlic-garlic,"RUFFLES, CRISPY FRIES, GARLIC, GARLIC",Snacks,snacks,582.0,6.24,39.5,52.0,4.2,2.08,603.0,0.0,2026-05-04T03:04:54Z
ruffles-potato-chips,https://caloriedata.org/calories-in/ruffles-potato-chips,"RUFFLES, POTATO CHIPS",Snacks,snacks,565.0,6.05,36.3,54.4,4.0,2.02,484.0,0.0,2026-05-04T03:04:54Z
ruffles-potato-chips-original-original,https://caloriedata.org/calories-in/ruffles-potato-chips-original-original,"RUFFLES, POTATO CHIPS, ORIGINAL, ORIGINAL",Snacks,snacks,571.0,7.14,35.7,53.6,3.6,3.57,571.0,0.0,2026-05-04T03:04:54Z
ruffles-queso-cheese-sazonadas-flavored,https://caloriedata.org/calories-in/ruffles-queso-cheese-sazonadas-flavored,RUFFLES QUESO CHEESE SAZONADAS FLAVORED,Snacks,snacks,543.0,6.52,34.8,54.4,4.3,4.35,804.0,0.0,2026-05-04T03:04:55Z
ruffles-rrruffles-have-ridges-potato-chips,https://caloriedata.org/calories-in/ruffles-rrruffles-have-ridges-potato-chips,"RUFFLES, RRRUFFLES HAVE RIDGES, POTATO CHIPS",Snacks,snacks,500.0,7.14,25.0,64.3,3.6,0.0,643.0,0.0,2026-05-04T03:04:55Z
rutabaga,https://caloriedata.org/calories-in/rutabaga,Rutabaga,Vegetables,vegetables,37.0,1.1,0.2,8.0,2.3,4.5,40.0,0.0,2026-05-04T03:04:55Z
rye,https://caloriedata.org/calories-in/rye,Rye,Grains & Cereals,grains,338.0,10.0,2.4,76.0,15.1,0.9,2.0,0.0,2026-05-04T03:04:55Z
sabritas-doritos-tortilla-chips,https://caloriedata.org/calories-in/sabritas-doritos-tortilla-chips,"SABRITAS, DORITOS, TORTILLA CHIPS",Snacks,snacks,535.0,6.29,25.2,62.9,3.1,3.14,692.0,0.0,2026-05-04T03:04:55Z
sabritas-lays-lays-potato-chips-limon-limon,https://caloriedata.org/calories-in/sabritas-lays-lays-potato-chips-limon-limon,"SABRITAS, LAY'S, LAY'S POTATO CHIPS, LIMON, LIMON",Snacks,snacks,544.0,6.05,34.3,54.4,4.0,4.03,706.0,0.0,2026-05-04T03:04:55Z
salmon,https://caloriedata.org/calories-in/salmon,Salmon,Proteins & Meats,proteins,208.0,25.0,13.0,0.0,0.0,0.0,75.0,0.0,2026-05-04T03:04:55Z
salsa,https://caloriedata.org/calories-in/salsa,Salsa,Snacks,snacks,36.0,1.5,0.2,7.5,1.7,4.0,530.0,0.0,2026-05-04T03:04:56Z
salsify,https://caloriedata.org/calories-in/salsify,Salsify,Vegetables,vegetables,82.0,2.4,0.2,18.0,3.8,3.8,21.0,0.0,2026-05-04T03:04:56Z
salted-dark-chocolate-chilled-coffee-drink-salted-dark-chocolate,https://caloriedata.org/calories-in/salted-dark-chocolate-chilled-coffee-drink-salted-dark-chocolate,"SALTED DARK CHOCOLATE CHILLED COFFEE DRINK, SALTED DARK CHOCOLATE",Fast Food,fast-food,64.0,2.22,1.23,11.4,0.2,10.6,67.0,5.0,2026-05-04T03:04:56Z
sandwich,https://caloriedata.org/calories-in/sandwich,Sandwich,Fast Food,fast-food,260.0,9.0,9.0,35.0,1.5,4.0,610.0,0.0,2026-05-04T03:04:57Z
sardines,https://caloriedata.org/calories-in/sardines,Sardines,Proteins & Meats,proteins,208.0,25.0,12.0,0.0,0.0,0.0,505.0,0.0,2026-05-04T03:04:57Z
scallops,https://caloriedata.org/calories-in/scallops,Scallops,Proteins & Meats,proteins,88.0,17.0,0.8,3.4,0.0,0.0,161.0,0.0,2026-05-04T03:04:57Z
sea-bass,https://caloriedata.org/calories-in/sea-bass,Sea Bass,Proteins & Meats,proteins,124.0,20.0,2.6,0.0,0.0,0.0,73.0,0.0,2026-05-04T03:04:57Z
sea-lettuce,https://caloriedata.org/calories-in/sea-lettuce,Sea Lettuce,Vegetables,vegetables,30.0,1.7,0.2,5.5,0.6,0.0,200.0,0.0,2026-05-04T03:04:57Z
seitan,https://caloriedata.org/calories-in/seitan,Seitan,Proteins & Meats,proteins,370.0,25.0,1.7,14.0,2.0,0.0,1088.0,0.0,2026-05-04T03:04:57Z
sesame-seeds,https://caloriedata.org/calories-in/sesame-seeds,Sesame Seeds,Nuts & Seeds,nuts-seeds,563.0,17.0,50.0,23.0,11.8,0.3,11.0,0.0,2026-05-04T03:04:48Z
shiitake-mushroom,https://caloriedata.org/calories-in/shiitake-mushroom,Shiitake Mushroom,Vegetables,vegetables,34.0,2.2,0.5,7.0,1.1,0.3,9.0,0.0,2026-05-04T03:04:48Z
shrimp,https://caloriedata.org/calories-in/shrimp,Shrimp,Proteins & Meats,proteins,99.0,24.0,0.3,0.2,0.0,0.0,148.0,0.0,2026-05-04T03:04:49Z
skim-milk,https://caloriedata.org/calories-in/skim-milk,Skim Milk,Dairy,dairy,34.0,3.4,0.1,5.0,0.0,5.0,42.0,2.0,2026-05-04T03:04:49Z
skyr,https://caloriedata.org/calories-in/skyr,Skyr,Dairy,dairy,59.0,10.0,0.6,3.5,0.0,2.5,40.0,0.0,2026-05-04T03:04:49Z
smoothie,https://caloriedata.org/calories-in/smoothie,Smoothie,Beverages,beverages,98.0,4.0,1.5,18.0,1.5,15.0,42.0,0.0,2026-05-04T03:04:49Z
snapper,https://caloriedata.org/calories-in/snapper,Snapper,Proteins & Meats,proteins,100.0,20.0,1.3,0.0,0.0,0.0,64.0,0.0,2026-05-04T03:04:50Z
snapple-apple-juice-drink-from-concentrate-snapple-apple,https://caloriedata.org/calories-in/snapple-apple-juice-drink-from-concentrate-snapple-apple,"SNAPPLE APPLE JUICE DRINK FROM CONCENTRATE, SNAPPLE APPLE",Beverages,beverages,42.0,0.0,0.0,10.0,0.0,10.0,2.0,,2026-05-04T03:04:50Z
snapple-juice-drink-grapeade,https://caloriedata.org/calories-in/snapple-juice-drink-grapeade,"SNAPPLE, JUICE DRINK, GRAPEADE",Beverages,beverages,40.0,0.0,0.0,9.73,0.0,9.73,2.0,,2026-05-04T03:04:50Z
snapple-juice-drink-peach-mangosteen,https://caloriedata.org/calories-in/snapple-juice-drink-peach-mangosteen,"SNAPPLE, JUICE DRINK, PEACH MANGOSTEEN",Beverages,beverages,38.0,0.0,0.0,8.67,0.0,8.46,5.0,,2026-05-04T03:04:50Z
snapple-straight-up-tea,https://caloriedata.org/calories-in/snapple-straight-up-tea,"SNAPPLE, STRAIGHT UP TEA",Beverages,beverages,17.0,0.0,0.0,4.02,0.0,3.81,1.0,,2026-05-04T03:04:50Z
soda,https://caloriedata.org/calories-in/soda,Soda,Beverages,beverages,41.0,0.0,0.0,11.0,0.0,11.0,4.0,0.0,2026-05-04T03:04:50Z
sorghum,https://caloriedata.org/calories-in/sorghum,Sorghum,Grains & Cereals,grains,329.0,8.7,3.3,73.0,6.3,1.4,6.0,0.0,2026-05-04T03:04:51Z
soup,https://caloriedata.org/calories-in/soup,Soup,Fast Food,fast-food,80.0,5.0,2.0,12.0,1.0,2.0,800.0,0.0,2026-05-04T03:04:51Z
sour-cream,https://caloriedata.org/calories-in/sour-cream,Sour Cream,Dairy,dairy,193.0,3.4,20.0,3.9,0.0,3.9,28.0,0.0,2026-05-04T03:04:51Z
soy-flour,https://caloriedata.org/calories-in/soy-flour,Soy Flour,Grains & Cereals,grains,335.0,36.0,8.0,28.0,9.0,2.0,2.0,0.0,2026-05-04T03:04:51Z
soy-milk,https://caloriedata.org/calories-in/soy-milk,Soy Milk,Beverages,beverages,33.0,3.3,1.6,1.5,0.5,0.7,28.0,0.0,2026-05-04T03:04:51Z
soy-sauce,https://caloriedata.org/calories-in/soy-sauce,Soy Sauce,Snacks,snacks,80.0,8.5,0.5,7.0,0.0,0.9,5586.0,0.0,2026-05-04T03:04:52Z
soybean,https://caloriedata.org/calories-in/soybean,Soybean,Vegetables,vegetables,95.0,11.0,5.0,12.0,2.5,0.7,1.0,0.0,2026-05-04T03:04:52Z
soybeans,https://caloriedata.org/calories-in/soybeans,Soybeans,Grains & Cereals,grains,95.0,11.1,5.0,11.0,2.5,0.7,1.0,0.0,2026-05-04T03:04:52Z
spaghetti,https://caloriedata.org/calories-in/spaghetti,Spaghetti with Meat Sauce,Fast Food,fast-food,131.0,6.5,3.8,17.0,1.5,3.2,350.0,0.0,2026-05-04T03:04:52Z
spelt,https://caloriedata.org/calories-in/spelt,Spelt,Grains & Cereals,grains,404.0,17.0,2.4,68.0,10.7,1.8,3.0,0.0,2026-05-04T03:04:52Z
spinach,https://caloriedata.org/calories-in/spinach,Spinach,Vegetables,vegetables,23.0,2.7,0.4,4.0,2.2,0.4,79.0,0.0,2026-05-04T03:04:53Z
spirulina,https://caloriedata.org/calories-in/spirulina,Spirulina,Vegetables,vegetables,290.0,57.0,7.0,24.0,3.6,2.0,1048.0,0.0,2026-05-04T03:04:53Z
split-peas,https://caloriedata.org/calories-in/split-peas,Split Peas,Grains & Cereals,grains,116.0,8.1,0.4,21.0,7.0,1.2,1.0,0.0,2026-05-04T03:04:53Z
sports-drink,https://caloriedata.org/calories-in/sports-drink,Sports Drink,Beverages,beverages,42.0,0.0,0.0,11.0,0.0,7.0,110.0,0.0,2026-05-04T03:04:53Z
sprite,https://caloriedata.org/calories-in/sprite,Sprite,Beverages,beverages,40.0,0.0,0.0,10.0,0.0,10.0,7.0,0.0,2026-05-04T03:04:54Z
squid,https://caloriedata.org/calories-in/squid,Squid,Proteins & Meats,proteins,92.0,16.0,1.4,3.0,0.0,0.0,44.0,0.0,2026-05-04T03:04:54Z
sriracha,https://caloriedata.org/calories-in/sriracha,Sriracha,Snacks,snacks,80.0,1.4,0.5,17.0,0.0,12.0,1145.0,0.0,2026-05-04T03:04:54Z
starbucks-frappuccino-chilled-coffee-drink,https://caloriedata.org/calories-in/starbucks-frappuccino-chilled-coffee-drink,"STARBUCKS, FRAPPUCCINO, CHILLED COFFEE DRINK",Fast Food,fast-food,71.0,2.19,1.09,12.9,0.0,11.2,39.0,5.0,2026-05-04T03:04:55Z
starbucks-frappuccino-chilled-coffee-drink-mocha,https://caloriedata.org/calories-in/starbucks-frappuccino-chilled-coffee-drink-mocha,"STARBUCKS, FRAPPUCCINO, CHILLED COFFEE DRINK , MOCHA",Fast Food,fast-food,63.0,2.19,1.09,11.4,0.2,11.0,34.0,5.0,2026-05-04T03:04:54Z
starbucks-frappuccino-chilled-coffee-drink-mocha-coconut,https://caloriedata.org/calories-in/starbucks-frappuccino-chilled-coffee-drink-mocha-coconut,"STARBUCKS, FRAPPUCCINO, CHILLED COFFEE DRINK, MOCHA COCONUT",Fast Food,fast-food,73.0,2.43,1.09,13.1,0.2,11.4,34.0,5.0,2026-05-04T03:04:54Z
starbucks-frappuccino-chilled-coffee-drink-smores,https://caloriedata.org/calories-in/starbucks-frappuccino-chilled-coffee-drink-smores,"STARBUCKS, FRAPPUCCINO, CHILLED COFFEE DRINK, S'MORES",Fast Food,fast-food,71.0,2.19,1.09,12.9,0.2,11.2,34.0,5.0,2026-05-04T03:04:54Z
starbucks-holiday-jelly-candy,https://caloriedata.org/calories-in/starbucks-holiday-jelly-candy,"STARBUCKS, HOLIDAY JELLY CANDY",Fast Food,fast-food,375.0,0.0,0.0,90.0,0.0,67.5,75.0,0.0,2026-05-04T03:04:55Z
starbucks-peppermint-cookie-chocolate-bites,https://caloriedata.org/calories-in/starbucks-peppermint-cookie-chocolate-bites,"STARBUCKS, PEPPERMINT COOKIE CHOCOLATE BITES",Fast Food,fast-food,475.0,5.0,27.5,60.0,2.5,42.5,275.0,12.0,2026-05-04T03:04:55Z
starbucks-specialty-coffee-beverage-caramel-caffe-latte,https://caloriedata.org/calories-in/starbucks-specialty-coffee-beverage-caramel-caffe-latte,"STARBUCKS, SPECIALTY COFFEE BEVERAGE, CARAMEL CAFFE LATTE",Fast Food,fast-food,54.0,1.67,1.46,9.17,0.0,8.75,29.0,4.0,2026-05-04T03:04:55Z
starbucks-specialty-coffee-beverage-pumpkin-spice-caffe-latte,https://caloriedata.org/calories-in/starbucks-specialty-coffee-beverage-pumpkin-spice-caffe-latte,"STARBUCKS, SPECIALTY COFFEE BEVERAGE, PUMPKIN SPICE, CAFFE LATTE",Fast Food,fast-food,54.0,1.67,1.46,9.17,0.0,8.75,48.0,4.0,2026-05-04T03:04:55Z
starbucks-specialty-coffee-peppermint-mocha-caffe-latte,https://caloriedata.org/calories-in/starbucks-specialty-coffee-peppermint-mocha-caffe-latte,"STARBUCKS, SPECIALTY COFFEE, PEPPERMINT MOCHA, CAFF'E LATTE",Fast Food,fast-food,62.0,2.08,1.67,10.8,0.8,9.17,52.0,4.0,2026-05-04T03:04:55Z
starbucks-via-latte-speciality-coffee-beverage-caramel-caramel,https://caloriedata.org/calories-in/starbucks-via-latte-speciality-coffee-beverage-caramel-caramel,"STARBUCKS VIA, LATTE SPECIALITY COFFEE BEVERAGE, CARAMEL, CARAMEL",Fast Food,fast-food,438.0,12.5,10.9,68.8,0.0,62.5,203.0,31.0,2026-05-04T03:04:56Z
starfruit,https://caloriedata.org/calories-in/starfruit,Starfruit,Fruits,fruits,31.0,1.0,0.3,7.0,2.8,4.0,2.0,0.0,2026-05-04T03:04:56Z
steak,https://caloriedata.org/calories-in/steak,Steak,Proteins & Meats,proteins,271.0,25.0,19.0,0.0,0.0,0.0,54.0,,2026-05-04T03:04:56Z
strawberry,https://caloriedata.org/calories-in/strawberry,Strawberry,Fruits,fruits,32.0,0.8,0.3,8.0,2.0,4.9,2.0,0.0,2026-05-04T03:04:56Z
strong-kind-almond-protein-bar-honey-mustard-honey-mustard,https://caloriedata.org/calories-in/strong-kind-almond-protein-bar-honey-mustard-honey-mustard,"STRONG & KIND, ALMOND PROTEIN BAR, HONEY MUSTARD, HONEY MUSTARD",Snacks,snacks,511.0,22.2,35.6,33.3,6.7,13.3,256.0,0.0,2026-05-04T03:04:57Z
sub-sandwich,https://caloriedata.org/calories-in/sub-sandwich,Sub Sandwich,Fast Food,fast-food,260.0,12.0,5.8,38.0,2.4,5.7,670.0,25.0,2026-05-04T03:04:57Z
sunflower-seeds,https://caloriedata.org/calories-in/sunflower-seeds,Sunflower Seeds,Nuts & Seeds,nuts-seeds,584.0,9.0,51.0,20.0,8.6,2.6,9.0,0.0,2026-05-04T03:04:57Z
sushi,https://caloriedata.org/calories-in/sushi,Sushi Roll,Fast Food,fast-food,143.0,5.8,3.5,22.0,0.8,3.0,480.0,0.0,2026-05-04T03:04:57Z
sweet-potato,https://caloriedata.org/calories-in/sweet-potato,Sweet Potato,Vegetables,vegetables,86.0,1.6,0.1,20.0,3.0,4.2,55.0,0.0,2026-05-04T03:04:57Z
swiss-cheese,https://caloriedata.org/calories-in/swiss-cheese,Swiss Cheese,Dairy,dairy,380.0,27.0,30.0,1.6,0.0,0.0,888.0,0.0,2026-05-04T03:04:57Z
swordfish,https://caloriedata.org/calories-in/swordfish,Swordfish,Proteins & Meats,proteins,132.0,19.0,4.3,0.0,0.0,0.0,98.0,0.0,2026-05-04T03:04:48Z
taco,https://caloriedata.org/calories-in/taco,Taco,Fast Food,fast-food,155.0,8.0,8.0,13.0,2.0,1.0,304.0,,2026-05-04T03:04:48Z
tahini,https://caloriedata.org/calories-in/tahini,Tahini,Nuts & Seeds,nuts-seeds,595.0,17.0,53.0,21.0,9.3,0.9,91.0,0.0,2026-05-04T03:04:49Z
tamarind,https://caloriedata.org/calories-in/tamarind,Tamarind,Fruits,fruits,239.0,2.8,0.6,62.0,2.3,38.0,28.0,0.0,2026-05-04T03:04:49Z
tangerine,https://caloriedata.org/calories-in/tangerine,Tangerine,Fruits,fruits,47.0,0.7,0.3,12.0,1.8,9.0,2.0,0.0,2026-05-04T03:04:49Z
tea,https://caloriedata.org/calories-in/tea,Tea,Beverages,beverages,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,2026-05-04T03:04:49Z
teff,https://caloriedata.org/calories-in/teff,Teff,Grains & Cereals,grains,365.0,13.0,2.4,73.0,8.0,1.2,1.0,0.0,2026-05-04T03:04:50Z
tempeh,https://caloriedata.org/calories-in/tempeh,Tempeh,Proteins & Meats,proteins,195.0,19.0,11.0,7.0,4.0,0.0,7.0,0.0,2026-05-04T03:04:50Z
tiramisu,https://caloriedata.org/calories-in/tiramisu,Tiramisu,Desserts,desserts,283.0,4.8,16.0,28.0,0.3,20.0,78.0,0.0,2026-05-04T03:04:50Z
toasted-white-chocolate-chilled-coffee-drink-toasted-white-chocolate,https://caloriedata.org/calories-in/toasted-white-chocolate-chilled-coffee-drink-toasted-white-chocolate,"TOASTED WHITE CHOCOLATE CHILLED COFFEE DRINK, TOASTED WHITE CHOCOLATE",Fast Food,fast-food,72.0,2.22,1.11,12.8,0.0,10.9,57.0,5.0,2026-05-04T03:04:50Z
toasted-whole-wheat-flakes,https://caloriedata.org/calories-in/toasted-whole-wheat-flakes,TOASTED WHOLE WHEAT FLAKES,Grains & Cereals,grains,370.0,7.41,1.85,81.5,11.1,14.8,704.0,0.0,2026-05-04T03:04:50Z
tofu,https://caloriedata.org/calories-in/tofu,Tofu,Proteins & Meats,proteins,76.0,15.0,4.8,1.9,1.2,0.0,7.0,0.0,2026-05-04T03:04:51Z
tofu-skin,https://caloriedata.org/calories-in/tofu-skin,Tofu Skin,Proteins & Meats,proteins,309.0,24.0,15.0,15.0,2.0,0.0,32.0,0.0,2026-05-04T03:04:50Z
tofu-steak,https://caloriedata.org/calories-in/tofu-steak,Tofu Steak,Proteins & Meats,proteins,76.0,15.0,4.8,1.9,1.2,0.0,7.0,0.0,2026-05-04T03:04:51Z
tomato,https://caloriedata.org/calories-in/tomato,Tomato,Vegetables,vegetables,18.0,0.9,0.2,4.0,1.2,2.6,5.0,0.0,2026-05-04T03:04:51Z
tomato-juice,https://caloriedata.org/calories-in/tomato-juice,Tomato Juice,Beverages,beverages,18.0,0.9,0.2,3.9,0.8,2.6,383.0,0.0,2026-05-04T03:04:51Z
tortilla,https://caloriedata.org/calories-in/tortilla,Tortilla,Grains & Cereals,grains,218.0,6.0,5.8,36.0,2.0,2.1,391.0,0.0,2026-05-04T03:04:52Z
tortilla-chips,https://caloriedata.org/calories-in/tortilla-chips,Tortilla Chips,Snacks,snacks,460.0,5.0,25.0,52.0,3.6,0.3,405.0,0.0,2026-05-04T03:04:51Z
tostitos-cantina-chipotle-thins-tortilla-chips,https://caloriedata.org/calories-in/tostitos-cantina-chipotle-thins-tortilla-chips,"TOSTITOS, CANTINA CHIPOTLE THINS TORTILLA CHIPS",Snacks,snacks,536.0,7.14,28.6,64.3,7.1,0.0,482.0,0.0,2026-05-04T03:04:52Z
tostitos-cantina-thin-crispy-tortilla-chips,https://caloriedata.org/calories-in/tostitos-cantina-thin-crispy-tortilla-chips,"TOSTITOS, CANTINA THIN & CRISPY TORTILLA CHIPS",Snacks,snacks,536.0,7.14,28.6,64.3,3.6,0.0,393.0,0.0,2026-05-04T03:04:52Z
tostitos-creamy-spinach-dip,https://caloriedata.org/calories-in/tostitos-creamy-spinach-dip,"TOSTITOS, CREAMY SPINACH DIP",Snacks,snacks,156.0,3.12,12.5,6.25,3.1,3.12,625.0,0.0,2026-05-04T03:04:52Z
tostitos-rolls-tortilla-chips,https://caloriedata.org/calories-in/tostitos-rolls-tortilla-chips,"TOSTITOS, ROLLS TORTILLA CHIPS",Snacks,snacks,536.0,7.14,28.6,64.3,3.6,0.0,411.0,0.0,2026-05-04T03:04:52Z
tostitos-tortilla-chips-blue-corn-blue-corn,https://caloriedata.org/calories-in/tostitos-tortilla-chips-blue-corn-blue-corn,"TOSTITOS, TORTILLA CHIPS, BLUE CORN, BLUE CORN",Snacks,snacks,500.0,7.14,21.4,67.9,3.6,0.0,286.0,0.0,2026-05-04T03:04:53Z
tostitos-yellow-corn-tortilla-chips,https://caloriedata.org/calories-in/tostitos-yellow-corn-tortilla-chips,"TOSTITOS, YELLOW CORN TORTILLA CHIPS",Snacks,snacks,500.0,7.14,21.4,67.9,3.6,0.0,357.0,0.0,2026-05-04T03:04:53Z
